RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
2156,263,Buncombe County,county,NC,NC,"Asheville, NC",37,21,,,,,,,,,,,,,,,,,,,,,,,,,156903.0,157240.0,157404.0,157948.0,158569.0,159237.0,159689.0,160284.0,161137.0,162245.0,163250.0,163995.0,164863.0,165650.0,166368.0,166837.0,167333.0,168009.0,168912.0,169769.0,170457.0,171120.0,171798.0,172858.0,173722.0,174793.0,175646.0,176703.0,177491.0,178280.0,179081.0,180309.0,181830.0,183398.0,184862.0,186264.0,187654.0,189130.0,190694.0,192127.0,193503.0,195256.0,197371.0,199447.0,201143.0,202987.0,204981.0,207251.0,209244.0,211456.0,213617.0,215792.0,217742.0,219795.0,222317.0,225826.0,228589.0,230923.0,232188.0,233808.0,235665.0,237380.0,239093.0,239780.0,240967.0,242622.0,244112.0,245314.0,246153.0,247740.0,248842.0,249561.0,249880.0,249735.0,250301.0,251412.0,252997.0,251401.0,248597.0,246426.0,245965.0,245457.0,243219.0,241056.0,239296.0,238252.0,237235.0,236561.0,235756.0,235753.0,234989.0,232234.0,229345.0,226965.0,226819.0,226565.0,225392.0,223467.0,221730.0,221083.0,221544.0,220961.0,220555.0,218297.0,216627.0,214984.0,215069.0,215093.0,214524.0,214109.0,213859.0,214216.0,214284.0,214252.0,213017.0,211194.0,209375.0,208103.0,206889.0,205416.0,204131.0,203245.0,202936.0,203050.0,203357.0,203395.0,203395.0,203579.0,204322.0,204905.0,205508.0,205526.0,205618.0,206077.0,205972.0,206595.0,207374.0,209115.0,210118.0,210877.0,211616.0,212534.0,212988.0,214145.0,215429.0,217021.0,218499.0,220776.0,222891.0,224220.0,224368.0,224601.0,225213.0,226334.0,227403.0,228085.0,229619.0,231284.0,232611.0,232812.0,233270.0,234394.0,235768.0,236733.0,236702.0,236788.0,237343.0,239225.0,238842.0,238687.0,238750.0,240982.0,242860.0,244664.0,246690.0,248905.0,251612.0,254600.0,258097.0,261110.0,263076.0,264173.0,265017.0,266445.0,267597.0,268527.0,270295.0,272914.0,275286.0,277204.0,278346.0,280152.0,281067.0,282825.0,284123.0,286202.0,287582.0,289073.0,290303.0,291459.0,292347.0,292994.0,293642.0,293795.0,294478.0,295025.0,296039.0,296281.0,295986.0,295881.0,296463.0,297391.0,299138.0,300146.0,301411.0,301887.0,303499.0,305304.0,307448.0,308739.0,308923.0,309152.0,309876.0,312738.0,315873.0,319654.0,322640.0,326902.0,332756.0,339883.0,345826.0,349929.0,354260.0,359244.0,366592.0,373624.0,381559.0,387688.0,392891.0,397128.0,401157.0,407042.0,413672.0,422179.0,429528.0,435351.0,438424.0,439828.0,440901.0
